Id,Label,timeset,modularity_class
082220763X,082220763X,,3
0812034074,0812034074,,3
0684843781,0684843781,,3
3895084573,3895084573,,3
0486280489,0486280489,,3
0812034139,0812034139,,3
0486292649,0486292649,,3
9626340134,9626340134,,3
0066620996,0066620996,,4
0787951978,0787951978,,4
0966583299,0966583299,,4
0471861219,0471861219,,4
0787960756,0787960756,,4
0071387471,0071387471,,4
0719049024,0719049024,,4
0471120049,0471120049,,4
0787901105,0787901105,,4
1841124230,1841124230,,4
0743518136,0743518136,,4
0684827425,0684827425,,4
0873893646,0873893646,,4
0891061371,0891061371,,4
1551990296,1551990296,,4
0883473631,0883473631,,4
0316346624,0316346624,,4
0967777321,0967777321,,4
0750691557,0750691557,,4
0787968331,0787968331,,4
0735202559,0735202559,,4
0738204021,0738204021,,4
0140279121,0140279121,,4
067478037X,067478037X,,4
0787950238,0787950238,,4
0399147241,0399147241,,4
019512569X,019512569X,,4
0195096428,0195096428,,4
0385260946,0385260946,,4
0787902691,0787902691,,4
0060516402,0060516402,,4
0609610570,0609610570,,4
0684852861,0684852861,,4
0750670126,0750670126,,4
1899836470,1899836470,,4
0385260954,0385260954,,4
0761509046,0761509046,,4
0673181812,0673181812,,4
0743518144,0743518144,,4
0787961213,0787961213,,4
1570620865,1570620865,,4
1929494599,1929494599,,4
0787944335,0787944335,,4
0739302752,0739302752,,4
047114889X,047114889X,,4
093917345X,093917345X,,4
0887306713,0887306713,,4
0156069989,0156069989,,4
0966687507,0966687507,,4
0130191167,0130191167,,4
078790354X,078790354X,,4
0834219522,0834219522,,4
0887307396,0887307396,,4
081084608X,081084608X,,4
1556902522,1556902522,,4
0847686655,0847686655,,4
0814450644,0814450644,,4
0814406645,0814406645,,4
1890651117,1890651117,,4
0060527153,0060527153,,4
157851486X,157851486X,,4
0787956783,0787956783,,4
0316316962,0316316962,,4
0793148375,0793148375,,4
0743500474,0743500474,,4
0815514328,0815514328,,4
1570427933,1570427933,,4
0786303565,0786303565,,4
0312265913,0312265913,,4
019508408X,019508408X,,4
0446529117,0446529117,,4
0971236402,0971236402,,4
0971088802,0971088802,,4
8186852263,8186852263,,4
0787954039,0787954039,,4
0195061780,0195061780,,4
1880410966,1880410966,,4
0133815269,0133815269,,4
0966583221,0966583221,,4
0735200491,0735200491,,4
0743510119,0743510119,,4
0814406742,0814406742,,4
0970565100,0970565100,,4
0198764960,0198764960,,4
0671043358,0671043358,,4
0060523794,0060523794,,4
0595204449,0595204449,,4
0694514799,0694514799,,4
0471201901,0471201901,,4
067104334X,067104334X,,4
0399144463,0399144463,,4
0761518819,0761518819,,4
0415210763,0415210763,,4
0814477631,0814477631,,4
0684865424,0684865424,,4
0787902411,0787902411,,4
0684832216,0684832216,,4
1576750949,1576750949,,4
0136150306,0136150306,,4
1563271060,1563271060,,4
0743201140,0743201140,,4
097150010X,097150010X,,4
0471214736,0471214736,,4
1559277459,1559277459,,4
0915380307,0915380307,,4
0060527161,0060527161,,4
1882939034,1882939034,,4
0787909394,0787909394,,4
0471631426,0471631426,,4
0874777267,0874777267,,4
156793160X,156793160X,,4
0970118503,0970118503,,4
1559277440,1559277440,,4
087120388X,087120388X,,4
0891061673,0891061673,,4
0761919996,0761919996,,4
1559635762,1559635762,,4
1889051357,1889051357,,4
0671582488,0671582488,,4
0071373152,0071373152,,4
0385501315,0385501315,,4
1882939026,1882939026,,4
0966796004,0966796004,,4
1929494602,1929494602,,4
0787954152,0787954152,,4
1887089012,1887089012,,4
0060566108,0060566108,,4
1560159618,1560159618,,4
0446385077,0446385077,,4
1930556462,1930556462,,4
1576751740,1576751740,,4
0815136846,0815136846,,4
006052944X,006052944X,,4
1559277432,1559277432,,4
0451527100,0451527100,,5
0879757051,0879757051,,5
0140445706,0140445706,,5
0140432086,0140432086,,5
0024096903,0024096903,,5
0679410767,0679410767,,5
0226752852,0226752852,,5
1853267813,1853267813,,5
0679413308,0679413308,,5
0877735379,0877735379,,5
0306805944,0306805944,,5
1853260630,1853260630,,5
0808509551,0808509551,,5
1573921394,1573921394,,5
0140441654,0140441654,,5
0486266893,0486266893,,5
0192838725,0192838725,,5
0865970084,0865970084,,5
083512388X,083512388X,,5
0679600701,0679600701,,5
0460873571,0460873571,,5
0486272745,0486272745,,5
0156347113,0156347113,,5
1557094179,1557094179,,5
0460874314,0460874314,,5
0312101457,0312101457,,5
0226500438,0226500438,,5
0553211668,0553211668,,5
0553214632,0553214632,,5
0674364201,0674364201,,5
0375751467,0375751467,,5
0226500446,0226500446,,5
0393960587,0393960587,,5
0877734526,0877734526,,5
0486411214,0486411214,,5
0300064020,0300064020,,5
0385292163,0385292163,,5
0486295834,0486295834,,5
0275963705,0275963705,,5
0872203344,0872203344,,5
0872203166,0872203166,,5
0300064039,0300064039,,5
0451528093,0451528093,,5
0195014766,0195014766,,5
0192833707,0192833707,,5
0877735158,0877735158,,5
1400100674,1400100674,,5
0679410449,0679410449,,5
0853458251,0853458251,,5
0872203174,0872203174,,5
030681076X,030681076X,,5
0192833979,0192833979,,5
083510284X,083510284X,,5
0140449159,0140449159,,5
0393962202,0393962202,,5
087220376X,087220376X,,5
0140432078,0140432078,,5
0460873822,0460873822,,5
0517123207,0517123207,,5
0553212788,0553212788,,5
0553585975,0553585975,,5
0486425576,0486425576,,5
0262730863,0262730863,,5
0486253333,0486253333,,5
0879753374,0879753374,,5
0451527461,0451527461,,5
0879753447,0879753447,,5
0140440488,0140440488,,5
0879753366,0879753366,,5
0674993047,0674993047,,5
0140432051,0140432051,,5
0679642587,0679642587,,5
0312148542,0312148542,,5
0745310354,0745310354,,5
067940564X,067940564X,,5
1586635727,1586635727,,5
089526711X,089526711X,,5
0140442014,0140442014,,5
9999957501,9999957501,,5
0521342406,0521342406,,5
0486421309,0486421309,,5
0393314677,0393314677,,5
0879753455,0879753455,,5
0385299850,0385299850,,5
0195015401,0195015401,,5
0679423028,0679423028,,5
0192835971,0192835971,,5
0393978672,0393978672,,5
087975558X,087975558X,,5
0451524268,0451524268,,5
0803975635,0803975635,,5
0520215737,0520215737,,5
052148443X,052148443X,,5
0300084803,0300084803,,5
0140236864,0140236864,,5
1573922587,1573922587,,5
0521349931,0521349931,,5
0070406723,0070406723,,5
0553214144,0553214144,,5
0030740142,0030740142,,5
0300002386,0300002386,,5
0300084285,0300084285,,5
039472657X,039472657X,,5
0393092194,0393092194,,5
0521347971,0521347971,,5
0679424733,0679424733,,5
0674992628,0674992628,,5
0300084293,0300084293,,5
1404314784,1404314784,,5
0140436154,0140436154,,5
0872201937,0872201937,,5
0192834983,0192834983,,5
0895267667,0895267667,,5
0451627768,0451627768,,5
1590400194,1590400194,,5
0679783369,0679783369,,5
0895263351,0895263351,,5
0140447520,0140447520,,5
0140440046,0140440046,,5
0486276252,0486276252,,5
0140445692,0140445692,,5
0881334448,0881334448,,5
0957886896,0957886896,,5
0872201368,0872201368,,5
0393047547,0393047547,,5
0717806219,0717806219,,5
0140431950,0140431950,,5
014018435X,014018435X,,5
0521567971,0521567971,,5
0226752860,0226752860,,5
0879750316,0879750316,,5
0872206335,0872206335,,5
0375758402,0375758402,,5
0394603974,0394603974,,5
0882862359,0882862359,,5
0872203263,0872203263,,5
0521482437,0521482437,,5
0915144816,0915144816,,5
0195061675,0195061675,,5
0684842955,0684842955,,5
1573921793,1573921793,,5
0872205541,0872205541,,5
0140150927,0140150927,,5
0300044887,0300044887,,5
0873481402,0873481402,,5
1566632110,1566632110,,5
0140440399,0140440399,,5
0872203883,0872203883,,5
0486278042,0486278042,,5
0140442227,0140442227,,5
0801485746,0801485746,,5
0140447571,0140447571,,5
087220166X,087220166X,,5
0964850478,0964850478,,5
0915144417,0915144417,,5
0460871536,0460871536,,5
0486414248,0486414248,,5
0679410759,0679410759,,5
0140444785,0140444785,,5
0375411747,0375411747,,5
0872205711,0872205711,,5
0674990528,0674990528,,5
0879753765,0879753765,,5
0140446168,0140446168,,5
0486414256,0486414256,,5
0674992911,0674992911,,5
0671463772,0671463772,,5
1577662016,1577662016,,5
0385059418,0385059418,,5
0451628616,0451628616,,5
0140444211,0140444211,,5
019283407X,019283407X,,5
0872201929,0872201929,,5
0521437687,0521437687,,5
0872205428,0872205428,,5
088295055X,088295055X,,5
087220605X,087220605X,,5
0192834371,0192834371,,5
0415926548,0415926548,,5
0679600876,0679600876,,5
0915145677,0915145677,,5
0872200949,0872200949,,5
0375757996,0375757996,,5
019875163X,019875163X,,5
0872203395,0872203395,,5
0521295238,0521295238,,5
0192824252,0192824252,,5
0521337011,0521337011,,5
0192835866,0192835866,,5
0553213717,0553213717,,5
0872201686,0872201686,,5
0375757333,0375757333,,5
0915145227,0915145227,,5
0192835858,0192835858,,5
0135787742,0135787742,,5
0023672609,0023672609,,5
087220247X,087220247X,,5
1859848982,1859848982,,5
0075536528,0075536528,,5
0679600272,0679600272,,5
0679783199,0679783199,,5
0198274297,0198274297,,5
007553651X,007553651X,,5
0023956704,0023956704,,5
0520223128,0520223128,,5
0872204464,0872204464,,5
0140446362,0140446362,,5
0486408833,0486408833,,5
0226026698,0226026698,,5
0192839535,0192839535,,5
0393956164,0393956164,,5
080549345X,080549345X,,5
0878407375,0878407375,,5
0142437220,0142437220,,5
0553214063,0553214063,,5
0486270661,0486270661,,5
048629577X,048629577X,,5
0679431322,0679431322,,5
002346450X,002346450X,,5
052131318X,052131318X,,5
0198752717,0198752717,,5
0853450625,0853450625,,5
0140440550,0140440550,,5
0140444289,0140444289,,5
0486426890,0486426890,,5
0198720262,0198720262,,5
0140440038,0140440038,,5
0023895306,0023895306,,5
0872206769,0872206769,,5
0486277984,0486277984,,5
082831456X,082831456X,,5
1573922129,1573922129,,5
0393961451,0393961451,,5
0130947652,0130947652,,5
0394416104,0394416104,,5
0872204200,0872204200,,5
0872200310,0872200310,,5
0140444262,0140444262,,5
0486400964,0486400964,,5
0140444416,0140444416,,5
0375759026,0375759026,,5
0192833936,0192833936,,5
076458670X,076458670X,,5
0872204642,0872204642,,5
0393956512,0393956512,,5
0915144867,0915144867,,5
0688124003,0688124003,,5
0300023731,0300023731,,5
0451627466,0451627466,,5
0838408230,0838408230,,5
0679431373,0679431373,,5
0882951254,0882951254,,5
0893469262,0893469262,,5
0879511532,0879511532,,5
014044047X,014044047X,,5
0872203964,0872203964,,5
0882951262,0882951262,,5
0299024245,0299024245,,5
0486424642,0486424642,,5
0312694407,0312694407,,5
0393976289,0393976289,,5
0521525403,0521525403,,5
1929194196,1929194196,,5
0517415283,0517415283,,5
0819854182,0819854182,,5
0393976297,0393976297,,5
0822010933,0822010933,,5
0764586637,0764586637,,5
0375754776,0375754776,,5
014044453X,014044453X,,5
0472065106,0472065106,,5
0691018545,0691018545,,5
0471295647,0471295647,,5
0813330858,0813330858,,5
0553351702,0553351702,,5
0345434749,0345434749,,5
0140444270,0140444270,,5
